area,ciudad,conglomerado,panelm,vivienda,hogar,s91p7,s91p8a,s91p8b,s91p8c,s91p8d,s91p91,s91p92,s91p93,s91p94,s91p95,s91p96,s91p10,s91p111,s91p112,s91p113,s91p114,s91p115,s91p121,s91p122,s91p123,s91p124,s91p125,s91p126,s91p131,s91p132,s91p133,estrato,fexp,upm,id_vivienda,id_hogar,periodo,NEW_VARIABLE,ID_1,NAME_1
1,10162,1602,13,1,1,1,6,5,7,2,2,2,2,2,2,2,4,2,2,2,2,1,5,4,5,5,5,1,2,4,2,113,241.2178987,10162001602,1016200160201301,10162001602013011,202210,1,1,Azuay
1,10162,1602,13,2,1,1,6,5,2,2,2,2,2,1,2,1,4,2,2,1,1,2,5,4,3,5,5,1,2,4,3,113,241.2178987,10162001602,1016200160201302,10162001602013021,202210,1,1,Azuay
1,10162,1602,13,3,1,1,1,1,1,1,1,2,2,1,2,1,4,2,2,2,2,2,5,5,5,5,5,99,99,99,99,113,241.2178987,10162001602,1016200160201303,10162001602013031,202210,1,1,Azuay
1,10162,1602,13,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,5,5,1,3,5,2,113,241.2178987,10162001602,1016200160201304,10162001602013041,202210,1,1,Azuay
1,10162,1602,13,5,1,3,6,5,5,1,1,2,2,1,2,1,4,2,2,2,2,2,5,5,4,5,5,1,3,4,4,113,241.2178987,10162001602,1016200160201305,10162001602013051,202210,1,1,Azuay
1,10162,1602,13,6,1,1,6,2,2,1,2,2,1,1,1,1,3,2,2,2,2,2,1,3,3,5,5,1,2,4,2,113,241.2178987,10162001602,1016200160201306,10162001602013061,202210,1,1,Azuay
1,10162,1602,13,7,1,3,1,5,2,1,2,2,2,2,2,2,3,2,2,2,2,2,5,4,3,5,5,1,4,3,4,113,241.2178987,10162001602,1016200160201307,10162001602013071,202210,1,1,Azuay
2,10162,900801,25,1,1,3,2,1,5,2,2,2,2,2,1,1,3,2,1,2,2,2,1,3,3,2,3,3,3,4,4,123,382.7844077,10162900801,1016290080102501,10162900801025011,202210,1,1,Azuay
2,10162,900801,25,2,1,1,1,1,2,1,1,2,1,2,1,1,3,2,2,2,2,2,4,4,3,3,3,3,3,3,4,123,382.7844077,10162900801,1016290080102502,10162900801025021,202210,1,1,Azuay
2,10162,900801,25,3,1,1,1,1,1,1,2,2,2,2,1,1,3,2,2,2,2,2,3,3,3,3,3,3,4,3,3,123,382.7844077,10162900801,1016290080102503,10162900801025031,202210,1,1,Azuay
2,10162,900801,25,4,1,1,1,1,1,1,2,2,2,2,2,1,3,2,1,2,2,2,2,2,3,2,3,2,2,4,3,123,382.7844077,10162900801,1016290080102504,10162900801025041,202210,1,1,Azuay
2,10162,900801,25,5,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,3,4,3,3,3,2,4,3,123,382.7844077,10162900801,1016290080102505,10162900801025051,202210,1,1,Azuay
2,10162,900801,25,6,1,2,1,1,2,1,2,2,2,2,2,1,3,2,2,2,2,2,1,2,3,2,3,3,3,4,3,123,382.7844077,10162900801,1016290080102506,10162900801025061,202210,1,1,Azuay
2,10162,900801,25,7,1,3,2,5,5,2,2,2,2,2,2,1,3,2,2,2,2,2,1,3,3,1,2,3,1,3,3,123,382.7844077,10162900801,1016290080102507,10162900801025071,202210,1,1,Azuay
1,10163,102,13,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,3,3,4,2,3,3,2,111,143.5843677,10163000102,1016300010201301,10163000102013011,202210,1,1,Azuay
1,10163,102,13,2,1,2,1,1,1,1,2,2,2,2,1,1,3,2,2,2,2,2,3,4,3,3,3,5,3,3,3,111,143.5843677,10163000102,1016300010201302,10163000102013021,202210,1,1,Azuay
1,10163,102,13,3,1,3,6,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,5,2,3,4,5,2,2,1,3,111,143.5843677,10163000102,1016300010201303,10163000102013031,202210,1,1,Azuay
1,10163,102,13,4,1,3,6,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,5,2,5,4,4,3,1,2,5,111,143.5843677,10163000102,1016300010201304,10163000102013041,202210,1,1,Azuay
1,10163,102,13,5,1,3,1,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,5,5,5,5,5,5,4,5,5,111,143.5843677,10163000102,1016300010201305,10163000102013051,202210,1,1,Azuay
1,10163,102,13,6,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,4,5,111,143.5843677,10163000102,1016300010201306,10163000102013061,202210,1,1,Azuay
1,10163,102,13,7,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,5,5,5,4,5,5,111,143.5843677,10163000102,1016300010201307,10163000102013071,202210,1,1,Azuay
2,10166,900401,25,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,5,5,1,2,3,3,122,414.9211358,10166900401,1016690040102501,10166900401025011,202210,1,1,Azuay
2,10166,900401,25,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1,4,5,4,122,414.9211358,10166900401,1016690040102502,10166900401025021,202210,1,1,Azuay
2,10166,900401,25,3,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,1,1,1,122,414.9211358,10166900401,1016690040102503,10166900401025031,202210,1,1,Azuay
2,10166,900401,25,4,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,5,4,2,2,4,3,122,414.9211358,10166900401,1016690040102504,10166900401025041,202210,1,1,Azuay
2,10166,900401,25,5,1,1,1,1,1,1,1,2,1,1,1,2,4,1,2,1,2,1,5,5,5,5,5,4,5,4,5,122,414.9211358,10166900401,1016690040102505,10166900401025051,202210,1,1,Azuay
2,10166,900401,25,6,1,3,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,2,2,3,122,414.9211358,10166900401,1016690040102506,10166900401025061,202210,1,1,Azuay
2,10166,900401,25,7,1,3,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,5,2,2,5,5,1,3,3,4,122,414.9211358,10166900401,1016690040102507,10166900401025071,202210,1,1,Azuay
2,10167,902201,28,1,1,1,6,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,5,5,5,5,5,2,3,2,1,122,911.4879638,10167902201,1016790220102801,10167902201028011,202210,1,1,Azuay
2,10167,902201,28,2,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,5,2,5,5,2,5,5,5,5,122,911.4879638,10167902201,1016790220102802,10167902201028021,202210,1,1,Azuay
2,10167,902201,28,3,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,122,911.4879638,10167902201,1016790220102803,10167902201028031,202210,1,1,Azuay
2,10167,902201,28,4,1,1,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,5,4,4,5,2,5,4,4,122,911.4879638,10167902201,1016790220102804,10167902201028041,202210,1,1,Azuay
2,10167,902201,28,5,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,4,5,5,4,2,2,5,4,122,911.4879638,10167902201,1016790220102805,10167902201028051,202210,1,1,Azuay
2,10167,902201,28,6,1,3,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,5,4,4,3,4,4,4,4,5,122,911.4879638,10167902201,1016790220102806,10167902201028061,202210,1,1,Azuay
2,10167,902201,28,7,1,2,1,2,2,1,2,2,2,1,1,2,3,2,2,2,2,2,5,4,4,4,4,4,1,4,5,122,911.4879638,10167902201,1016790220102807,10167902201028071,202210,1,1,Azuay
1,10170,301,25,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,3,4,3,3,2,1,2,3,113,310.4281353,10170000301,1017000030102501,10170000301025011,202210,1,1,Azuay
1,10170,301,25,2,1,3,1,5,5,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,4,4,5,113,310.4281353,10170000301,1017000030102502,10170000301025021,202210,1,1,Azuay
1,10170,301,25,3,1,3,1,5,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,4,5,4,4,5,4,5,113,310.4281353,10170000301,1017000030102503,10170000301025031,202210,1,1,Azuay
1,10170,301,25,4,1,3,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,3,5,3,2,2,2,3,5,1,113,310.4281353,10170000301,1017000030102504,10170000301025041,202210,1,1,Azuay
1,10170,301,25,5,1,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,4,4,4,3,4,3,113,310.4281353,10170000301,1017000030102505,10170000301025051,202210,1,1,Azuay
1,10170,301,25,6,1,3,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,2,3,2,2,2,1,1,3,3,113,310.4281353,10170000301,1017000030102506,10170000301025061,202210,1,1,Azuay
1,10170,301,25,7,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,5,2,3,3,3,4,4,3,113,310.4281353,10170000301,1017000030102507,10170000301025071,202210,1,1,Azuay
2,10171,900602,25,1,1,1,1,1,1,1,2,2,2,1,2,2,3,2,2,2,2,2,5,5,5,5,5,1,2,2,3,121,1211.589548,10171900602,1017190060202501,10171900602025011,202210,1,1,Azuay
2,10171,900602,25,3,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,1,5,121,1211.589548,10171900602,1017190060202503,10171900602025031,202210,1,1,Azuay
2,10171,900602,25,4,1,3,1,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,3,5,3,3,4,2,2,4,2,121,1211.589548,10171900602,1017190060202504,10171900602025041,202210,1,1,Azuay
2,10171,900602,25,6,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,4,3,3,3,3,4,4,4,4,121,1211.589548,10171900602,1017190060202506,10171900602025061,202210,1,1,Azuay
2,10171,900602,25,7,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,5,5,1,3,4,2,121,1211.589548,10171900602,1017190060202507,10171900602025071,202210,1,1,Azuay
2,10171,900602,25,8,1,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1,4,4,4,121,1211.589548,10171900602,1017190060202508,10171900602025081,202210,1,1,Azuay
2,10171,900602,25,9,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,5,2,3,4,5,1,3,4,2,121,1211.589548,10171900602,1017190060202509,10171900602025091,202210,1,1,Azuay
1,10250,602,13,1,1,1,1,2,2,1,2,1,2,2,1,2,4,2,2,1,1,2,3,5,4,4,4,4,2,5,5,112,280.454422,10250000602,1025000060201301,10250000602013011,202210,1,1,Azuay
1,10250,602,13,2,1,3,1,7,1,1,2,2,2,2,1,1,3,2,2,2,2,2,4,4,3,3,3,3,3,3,4,112,280.454422,10250000602,1025000060201302,10250000602013021,202210,1,1,Azuay
1,10250,602,13,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,3,5,4,4,112,280.454422,10250000602,1025000060201303,10250000602013031,202210,1,1,Azuay
1,10250,602,13,4,1,3,1,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,4,4,4,3,4,2,4,4,112,280.454422,10250000602,1025000060201304,10250000602013041,202210,1,1,Azuay
1,10250,602,13,5,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,5,3,5,4,3,3,112,280.454422,10250000602,1025000060201305,10250000602013051,202210,1,1,Azuay
1,10250,602,13,6,1,3,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,3,4,5,5,4,4,1,3,112,280.454422,10250000602,1025000060201306,10250000602013061,202210,1,1,Azuay
1,10250,602,13,7,1,3,1,1,2,1,2,2,1,2,1,2,3,2,2,2,2,2,4,5,5,5,5,5,3,2,5,112,280.454422,10250000602,1025000060201307,10250000602013071,202210,1,1,Azuay
1,10350,2506,28,1,1,2,1,2,2,1,1,2,2,2,2,1,3,2,2,2,2,2,5,5,5,1,5,1,5,1,1,112,121.3749683,10350002506,1035000250602801,10350002506028011,202210,1,1,Azuay
1,10350,2506,28,3,1,1,3,2,2,2,1,2,2,2,1,2,3,2,2,1,1,2,5,5,5,5,5,1,5,5,5,112,121.3749683,10350002506,1035000250602803,10350002506028031,202210,1,1,Azuay
1,10350,2506,28,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1,5,5,1,112,121.3749683,10350002506,1035000250602805,10350002506028051,202210,1,1,Azuay
1,10350,2506,28,6,1,1,1,1,1,1,2,2,2,2,2,1,3,2,2,2,2,2,5,5,5,5,5,1,1,1,5,112,121.3749683,10350002506,1035000250602806,10350002506028061,202210,1,1,Azuay
1,10350,2506,28,8,1,3,1,2,1,1,1,2,1,2,1,1,3,2,2,1,2,2,1,5,5,5,5,1,5,5,5,112,121.3749683,10350002506,1035000250602808,10350002506028081,202210,1,1,Azuay
2,10356,900101,28,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,4,5,5,5,2,2,2,1,121,446.7309483,10356900101,1035690010102802,10356900101028021,202210,1,1,Azuay
2,10356,900101,28,3,1,1,6,2,2,1,2,2,1,2,1,2,5,1,1,1,1,2,5,2,5,5,5,2,5,3,2,121,446.7309483,10356900101,1035690010102803,10356900101028031,202210,1,1,Azuay
2,10356,900101,28,4,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,5,2,5,5,5,1,1,5,1,121,446.7309483,10356900101,1035690010102804,10356900101028041,202210,1,1,Azuay
2,10356,900101,28,6,1,1,3,2,2,1,2,2,1,1,1,2,4,2,2,2,2,2,4,3,5,5,5,2,1,2,2,121,446.7309483,10356900101,1035690010102806,10356900101028061,202210,1,1,Azuay
2,10356,900101,28,7,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,4,4,5,2,5,2,1,1,1,121,446.7309483,10356900101,1035690010102807,10356900101028071,202210,1,1,Azuay
2,10356,900101,28,8,1,3,1,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,5,5,5,5,5,4,1,1,5,121,446.7309483,10356900101,1035690010102808,10356900101028081,202210,1,1,Azuay
2,10356,900101,28,10,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,5,5,5,5,5,5,4,3,4,121,446.7309483,10356900101,1035690010102810,10356900101028101,202210,1,1,Azuay
2,10451,900401,15,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,4,4,1,3,4,5,121,593.2768473,10451900401,1045190040101501,10451900401015011,202210,1,1,Azuay
2,10451,900401,15,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,121,593.2768473,10451900401,1045190040101502,10451900401015021,202210,1,1,Azuay
2,10451,900401,15,3,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,121,593.2768473,10451900401,1045190040101503,10451900401015031,202210,1,1,Azuay
2,10451,900401,15,4,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1,5,5,5,121,593.2768473,10451900401,1045190040101504,10451900401015041,202210,1,1,Azuay
2,10451,900401,15,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1,3,5,5,121,593.2768473,10451900401,1045190040101505,10451900401015051,202210,1,1,Azuay
2,10451,900401,15,6,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,121,593.2768473,10451900401,1045190040101506,10451900401015061,202210,1,1,Azuay
2,10451,900401,15,8,1,1,6,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,121,593.2768473,10451900401,1045190040101508,10451900401015081,202210,1,1,Azuay
2,10554,103,13,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,5,5,5,5,5,1,5,5,5,123,664.6354122,10554000103,1055400010301301,10554000103013011,202210,1,1,Azuay
2,10554,103,13,2,1,3,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,5,5,5,5,5,1,1,5,5,123,664.6354122,10554000103,1055400010301302,10554000103013021,202210,1,1,Azuay
2,10554,103,13,2,2,3,1,7,1,1,1,2,1,2,2,1,3,2,2,2,2,2,4,4,5,5,5,1,1,4,5,123,664.6354122,10554000103,1055400010301302,10554000103013022,202210,1,1,Azuay
2,10554,103,13,3,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,5,5,4,3,3,4,1,5,3,123,664.6354122,10554000103,1055400010301303,10554000103013031,202210,1,1,Azuay
2,10554,103,13,4,1,1,6,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,5,5,5,5,5,1,5,5,5,123,664.6354122,10554000103,1055400010301304,10554000103013041,202210,1,1,Azuay
2,10554,103,13,5,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,5,5,4,5,5,1,1,5,5,123,664.6354122,10554000103,1055400010301305,10554000103013051,202210,1,1,Azuay
2,10554,103,13,6,1,1,1,1,1,1,2,2,2,2,1,2,3,2,2,2,2,2,5,5,5,5,5,1,2,5,5,123,664.6354122,10554000103,1055400010301306,10554000103013061,202210,1,1,Azuay
2,10554,103,13,7,1,1,1,7,7,1,2,2,1,2,2,1,2,2,2,2,2,2,5,5,5,4,5,3,5,5,3,123,664.6354122,10554000103,1055400010301307,10554000103013071,202210,1,1,Azuay
2,10650,900602,13,1,1,1,1,7,7,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,4,5,3,4,3,3,121,705.4715241,10650900602,1065090060201301,10650900602013011,202210,1,1,Azuay
2,10650,900602,13,2,1,1,1,7,7,1,2,2,2,2,2,2,1,2,2,2,2,2,5,99,99,99,5,1,99,99,99,121,705.4715241,10650900602,1065090060201302,10650900602013021,202210,1,1,Azuay
2,10650,900602,13,3,1,1,1,7,7,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,4,5,99,99,99,99,121,705.4715241,10650900602,1065090060201303,10650900602013031,202210,1,1,Azuay
2,10650,900602,13,4,1,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,5,5,5,5,5,121,705.4715241,10650900602,1065090060201304,10650900602013041,202210,1,1,Azuay
2,10650,900602,13,5,1,1,1,1,1,2,2,2,2,2,2,2,4,2,2,2,2,2,4,5,5,4,5,4,3,3,3,121,705.4715241,10650900602,1065090060201305,10650900602013051,202210,1,1,Azuay
2,10650,900602,13,6,1,1,1,1,7,1,2,2,2,2,2,2,2,2,2,2,2,2,5,4,5,5,5,4,5,5,5,121,705.4715241,10650900602,1065090060201306,10650900602013061,202210,1,1,Azuay
2,10650,900602,13,7,1,1,1,7,7,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,4,5,2,4,4,4,121,705.4715241,10650900602,1065090060201307,10650900602013071,202210,1,1,Azuay
2,10650,900602,13,7,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,4,5,5,4,4,4,4,121,705.4715241,10650900602,1065090060201307,10650900602013072,202210,1,1,Azuay
1,10850,204,25,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,4,3,1,2,3,3,3,2,112,405.1420084,10850000204,1085000020402501,10850000204025011,202210,1,1,Azuay
1,10850,204,25,2,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,4,4,5,5,5,4,3,3,2,112,405.1420084,10850000204,1085000020402502,10850000204025021,202210,1,1,Azuay
1,10850,204,25,3,1,3,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,2,1,3,3,3,2,112,405.1420084,10850000204,1085000020402503,10850000204025031,202210,1,1,Azuay
1,10850,204,25,4,1,3,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,3,3,4,3,3,4,3,4,112,405.1420084,10850000204,1085000020402504,10850000204025041,202210,1,1,Azuay
1,10850,204,25,5,1,1,1,1,1,2,2,2,1,2,1,1,4,2,2,2,2,2,5,5,5,5,5,4,4,4,3,112,405.1420084,10850000204,1085000020402505,10850000204025051,202210,1,1,Azuay
1,10850,204,25,7,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,5,4,4,4,4,3,4,4,4,112,405.1420084,10850000204,1085000020402507,10850000204025071,202210,1,1,Azuay
1,10850,204,25,8,1,3,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,3,4,3,3,4,3,99,2,4,112,405.1420084,10850000204,1085000020402508,10850000204025081,202210,1,1,Azuay
2,11350,900301,13,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,3,1,5,1,122,900.5781918,11350900301,1135090030101301,11350900301013011,202210,1,1,Azuay
2,11350,900301,13,2,1,3,1,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,5,5,1,5,5,5,5,1,1,122,900.5781918,11350900301,1135090030101302,11350900301013021,202210,1,1,Azuay
2,11350,900301,13,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,3,5,5,1,122,900.5781918,11350900301,1135090030101303,11350900301013031,202210,1,1,Azuay
2,11350,900301,13,4,1,3,1,5,5,1,2,2,2,2,2,2,4,2,2,2,2,2,5,5,5,5,5,1,5,5,1,122,900.5781918,11350900301,1135090030101304,11350900301013041,202210,1,1,Azuay
2,11350,900301,13,5,1,3,1,1,1,1,2,2,2,2,2,2,4,2,2,2,2,2,5,5,5,5,5,2,5,5,5,122,900.5781918,11350900301,1135090030101305,11350900301013051,202210,1,1,Azuay
2,11350,900301,13,6,1,1,1,1,1,1,2,2,2,2,2,2,4,2,2,2,2,2,5,3,3,5,5,3,5,5,3,122,900.5781918,11350900301,1135090030101306,11350900301013061,202210,1,1,Azuay
2,11350,900301,13,7,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1,5,5,5,122,900.5781918,11350900301,1135090030101307,11350900301013071,202210,1,1,Azuay
2,11351,900201,15,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,5,5,5,5,5,1,5,5,5,122,692.8421545,11351900201,1135190020101501,11351900201015011,202210,1,1,Azuay
2,11351,900201,15,2,1,1,1,2,2,1,1,2,2,2,1,2,3,2,2,2,2,2,5,5,5,5,5,1,5,5,5,122,692.8421545,11351900201,1135190020101502,11351900201015021,202210,1,1,Azuay
2,11351,900201,15,3,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,5,5,5,5,5,4,1,5,5,122,692.8421545,11351900201,1135190020101503,11351900201015031,202210,1,1,Azuay
2,11351,900201,15,4,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,5,5,5,5,5,3,1,5,1,122,692.8421545,11351900201,1135190020101504,11351900201015041,202210,1,1,Azuay
2,11351,900201,15,5,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,5,3,5,5,3,1,5,5,1,122,692.8421545,11351900201,1135190020101505,11351900201015051,202210,1,1,Azuay
2,11351,900201,15,6,1,3,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,4,5,5,5,5,1,5,5,5,122,692.8421545,11351900201,1135190020101506,11351900201015061,202210,1,1,Azuay
2,11351,900201,15,7,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,5,5,5,5,5,4,5,5,5,122,692.8421545,11351900201,1135190020101507,11351900201015071,202210,1,1,Azuay
1,11550,1101,25,1,1,3,6,1,1,1,2,1,2,1,2,1,4,2,2,2,2,2,5,5,5,5,5,5,2,4,3,111,178.9914574,11550001101,1155000110102501,11550001101025011,202210,1,1,Azuay
1,11550,1101,25,2,1,1,1,1,1,1,2,2,1,2,2,1,3,1,2,2,2,2,5,5,5,5,5,1,4,5,5,111,178.9914574,11550001101,1155000110102502,11550001101025021,202210,1,1,Azuay
1,11550,1101,25,4,1,1,6,5,2,1,2,1,2,2,1,2,4,2,2,2,2,2,1,1,5,5,5,1,1,1,5,111,178.9914574,11550001101,1155000110102504,11550001101025041,202210,1,1,Azuay
1,11550,1101,25,5,1,1,6,2,2,1,2,2,2,2,2,2,4,1,1,1,2,2,4,4,4,4,5,1,1,4,5,111,178.9914574,11550001101,1155000110102505,11550001101025051,202210,1,1,Azuay
1,11550,1101,25,6,1,1,6,1,1,1,2,2,2,1,2,1,4,2,2,2,2,2,5,3,5,5,4,1,5,3,5,111,178.9914574,11550001101,1155000110102506,11550001101025061,202210,1,1,Azuay
1,11550,1101,25,10,1,3,1,2,2,1,2,1,2,2,1,2,4,2,2,2,2,2,5,2,5,5,5,1,1,1,5,111,178.9914574,11550001101,1155000110102510,11550001101025101,202210,1,1,Azuay
1,11550,1403,28,1,1,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,3,3,3,4,111,133.4216886,11550001403,1155000140302801,11550001403028011,202210,1,1,Azuay
1,11550,1403,28,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,3,3,3,111,133.4216886,11550001403,1155000140302802,11550001403028021,202210,1,1,Azuay
1,11550,1403,28,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,2,3,2,4,2,111,133.4216886,11550001403,1155000140302803,11550001403028031,202210,1,1,Azuay
1,11550,1403,28,4,1,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,111,133.4216886,11550001403,1155000140302804,11550001403028041,202210,1,1,Azuay
1,11550,1403,28,5,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,3,2,1,1,2,2,2,111,133.4216886,11550001403,1155000140302805,11550001403028051,202210,1,1,Azuay
1,11550,1403,28,6,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,4,3,2,3,2,3,111,133.4216886,11550001403,1155000140302806,11550001403028061,202210,1,1,Azuay
1,11550,1403,28,7,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,3,3,111,133.4216886,11550001403,1155000140302807,11550001403028071,202210,1,1,Azuay
1,11550,1603,15,1,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,5,1,5,5,5,1,1,5,1,111,158.6538822,11550001603,1155000160301501,11550001603015011,202210,1,1,Azuay
1,11550,1603,15,2,1,3,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,2,5,5,5,4,5,1,3,5,4,111,158.6538822,11550001603,1155000160301502,11550001603015021,202210,1,1,Azuay
1,11550,1603,15,3,1,3,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,5,5,5,5,5,1,1,5,5,111,158.6538822,11550001603,1155000160301503,11550001603015031,202210,1,1,Azuay
1,11550,1603,15,4,1,3,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,5,2,3,5,5,1,1,5,5,111,158.6538822,11550001603,1155000160301504,11550001603015041,202210,1,1,Azuay
1,11550,1603,15,5,1,3,1,1,1,1,2,2,1,2,1,2,3,2,2,2,2,2,5,5,5,5,5,1,1,3,5,111,158.6538822,11550001603,1155000160301505,11550001603015051,202210,1,1,Azuay
1,11550,1603,15,6,1,3,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,3,4,5,1,1,5,5,111,158.6538822,11550001603,1155000160301506,11550001603015061,202210,1,1,Azuay
