area,ciudad,conglomerado,panelm,vivienda,hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p51a,s101p52a,s101p51b,s101p52b,s101p51c,s101p52c,s101p51d,s101p52d,s101p51e,s101p52e,s101p51f,s101p52f,s101p51g,s101p52g,s101p51h,s101p52h,s101p51i,s101p52i,s101p51j,s101p52j,s101p51k,s101p52k,s101p51l,s101p52l,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,estrato,fexp,upm,id_vivienda,id_hogar
1,110250,1901,33,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1112,410.5609764,1.1025E+11,1.1025E+16,1.1025E+17
1,110250,1901,33,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1112,410.5609764,1.1025E+11,1.1025E+16,1.1025E+17
1,110250,1901,33,4,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1112,410.5609764,1.1025E+11,1.1025E+16,1.1025E+17
1,110250,1901,33,5,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,2,30,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1112,410.5609764,1.1025E+11,1.1025E+16,1.1025E+17
1,110250,1901,33,6,1,1,1,1,1,1,1,1,1,1,1,2,1,8,8,8,8,1,8,8,7,,7,,7,,7,,7,,7,,7,,5,15,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1112,410.5609764,1.1025E+11,1.1025E+16,1.1025E+17
1,110250,1901,33,7,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,8,8,5,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1112,410.5609764,1.1025E+11,1.1025E+16,1.1025E+17
2,110250,901502,18,1,1,1,1,1,2,1,1,5,1,1,7,1,1,8,1,8,1,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,15,7,,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1122,213.4920045,1.10251E+11,1.10251E+16,1.10251E+17
2,110250,901502,18,2,1,1,1,1,1,1,2,5,2,2,2,2,7,8,8,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1122,213.4920045,1.10251E+11,1.10251E+16,1.10251E+17
2,110250,901502,18,3,1,1,2,2,2,2,2,5,4,4,7,7,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1122,213.4920045,1.10251E+11,1.10251E+16,1.10251E+17
2,110250,901502,18,4,1,1,2,2,2,2,2,5,4,7,7,7,7,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1122,213.4920045,1.10251E+11,1.10251E+16,1.10251E+17
2,110250,901502,18,5,1,1,2,1,1,1,2,1,4,2,2,2,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1122,213.4920045,1.10251E+11,1.10251E+16,1.10251E+17
2,110250,901502,18,7,1,1,1,1,1,1,2,5,1,1,1,1,7,8,1,8,1,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1122,213.4920045,1.10251E+11,1.10251E+16,1.10251E+17
2,110250,901502,18,10,1,1,2,2,1,1,2,5,4,4,2,2,7,8,8,8,3,3,8,8,7,,7,,7,,2,20,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1122,213.4920045,1.10251E+11,1.10251E+16,1.10251E+17
2,110253,900401,18,1,1,1,1,1,1,1,2,5,4,4,4,4,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,3,3,2,1,3,3,3,2,2,1121,239.4321178,1.10254E+11,1.10254E+16,1.10254E+17
2,110253,900401,18,2,1,1,1,2,2,2,2,5,1,7,7,7,7,8,8,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1121,239.4321178,1.10254E+11,1.10254E+16,1.10254E+17
2,110253,900401,18,3,1,1,1,2,2,2,2,5,4,7,7,7,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,3,2,1,2,2,1121,239.4321178,1.10254E+11,1.10254E+16,1.10254E+17
2,110253,900401,18,4,1,1,2,2,2,2,2,5,4,7,7,7,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,2,3,1,2,2,1121,239.4321178,1.10254E+11,1.10254E+16,1.10254E+17
2,110253,900401,18,5,1,2,2,2,2,2,2,3,3,3,3,3,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1121,239.4321178,1.10254E+11,1.10254E+16,1.10254E+17
2,110253,900401,18,6,1,1,2,2,2,2,2,5,4,4,7,4,7,8,8,8,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,3,3,1,1,2,2,1,2,2,1121,239.4321178,1.10254E+11,1.10254E+16,1.10254E+17
2,110253,900401,18,7,1,1,2,2,2,1,2,5,4,4,7,4,7,8,4,8,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1121,239.4321178,1.10254E+11,1.10254E+16,1.10254E+17
1,110350,2402,18,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,3,2,2,1111,240.2800193,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,2402,18,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1111,240.2800193,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,2402,18,3,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1111,240.2800193,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,2402,18,4,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1111,240.2800193,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,2402,18,5,1,2,1,1,1,2,2,3,2,2,1,3,3,8,8,8,8,2,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,2,7,,7,,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1111,240.2800193,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,2402,18,6,1,1,1,1,1,1,1,5,1,1,1,1,1,8,8,8,8,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1111,240.2800193,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,2402,18,7,1,1,1,1,1,1,2,1,1,1,1,1,7,1,8,8,8,1,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1111,240.2800193,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,3002,18,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,2,5,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1112,657.775491,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,3002,18,2,1,1,1,1,1,1,2,5,1,1,1,1,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1112,657.775491,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,3002,18,3,1,2,2,2,2,2,2,3,3,3,3,3,3,1,8,8,3,3,3,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,3,2,7,,7,,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1112,657.775491,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,3002,18,4,1,1,1,1,1,1,2,5,2,2,2,2,7,8,8,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1112,657.775491,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,3002,18,5,1,2,1,1,2,2,2,3,2,2,3,3,7,8,8,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1112,657.775491,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,3002,18,6,1,1,1,1,1,1,2,5,1,1,1,1,7,8,8,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,2,6,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1112,657.775491,1.1035E+11,1.1035E+16,1.1035E+17
1,110350,3002,18,7,1,2,1,1,1,2,2,3,2,2,2,3,7,8,3,2,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1112,657.775491,1.1035E+11,1.1035E+16,1.1035E+17
2,110350,900101,17,1,1,1,2,2,2,1,2,5,4,4,7,2,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1122,299.0978112,1.10351E+11,1.10351E+16,1.10351E+17
2,110350,900101,17,2,1,1,2,2,2,1,2,5,4,4,7,2,7,8,3,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1122,299.0978112,1.10351E+11,1.10351E+16,1.10351E+17
2,110350,900101,17,3,1,1,2,2,2,2,2,5,4,7,7,7,7,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1122,299.0978112,1.10351E+11,1.10351E+16,1.10351E+17
2,110350,900101,17,4,1,1,1,1,2,1,2,5,2,2,7,2,7,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1122,299.0978112,1.10351E+11,1.10351E+16,1.10351E+17
2,110350,900101,17,5,1,1,2,2,2,2,2,5,4,7,7,3,7,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,2,2,2,2,2,2,1,3,3,1,2,2,1122,299.0978112,1.10351E+11,1.10351E+16,1.10351E+17
2,110350,900101,17,6,1,1,2,2,2,1,2,5,4,4,7,2,7,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1122,299.0978112,1.10351E+11,1.10351E+16,1.10351E+17
2,110350,900101,17,7,1,1,2,2,2,1,2,5,4,4,7,2,7,8,8,5,3,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,1,2,2,2,2,2,1,2,3,1,2,2,1122,299.0978112,1.10351E+11,1.10351E+16,1.10351E+17
2,110450,900202,33,1,1,2,1,1,2,1,2,3,2,2,7,3,7,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1122,1002.989973,1.10451E+11,1.10451E+16,1.10451E+17
2,110450,900202,33,2,1,2,1,1,2,2,2,4,2,2,7,7,7,6,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1122,1002.989973,1.10451E+11,1.10451E+16,1.10451E+17
2,110450,900202,33,3,1,1,2,2,2,2,1,5,4,4,4,4,2,8,8,8,6,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1122,1002.989973,1.10451E+11,1.10451E+16,1.10451E+17
2,110450,900202,33,4,1,1,2,2,2,1,1,5,4,4,4,2,2,8,4,5,4,4,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1122,1002.989973,1.10451E+11,1.10451E+16,1.10451E+17
2,110450,900202,33,5,1,1,2,2,2,1,2,5,4,4,7,2,7,8,3,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1122,1002.989973,1.10451E+11,1.10451E+16,1.10451E+17
2,110450,900202,33,6,1,1,2,2,2,2,2,5,4,4,7,7,7,8,4,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1122,1002.989973,1.10451E+11,1.10451E+16,1.10451E+17
2,110450,900202,33,7,1,1,2,2,2,2,2,5,4,4,7,3,3,8,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1122,1002.989973,1.10451E+11,1.10451E+16,1.10451E+17
2,110550,101,33,2,1,1,1,1,1,2,2,1,1,1,1,7,7,3,3,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1123,182.2734083,1.1055E+11,1.1055E+16,1.1055E+17
2,110550,101,33,3,1,1,2,2,2,2,2,5,3,3,7,7,7,3,3,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1123,182.2734083,1.1055E+11,1.1055E+16,1.1055E+17
2,110550,101,33,4,1,1,1,1,2,2,2,5,2,2,3,3,4,3,8,4,3,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,6,7,,7,,1,2,1,2,1,2,1,2,1,1,2,1,1,2,2,1123,182.2734083,1.1055E+11,1.1055E+16,1.1055E+17
2,110550,101,33,5,1,2,2,2,2,2,2,3,3,3,3,3,7,8,3,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1123,182.2734083,1.1055E+11,1.1055E+16,1.1055E+17
2,110550,101,33,6,1,1,1,1,2,1,2,5,2,2,3,3,7,3,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1123,182.2734083,1.1055E+11,1.1055E+16,1.1055E+17
2,110550,101,33,7,1,2,2,2,2,2,2,3,3,3,7,3,7,8,3,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1123,182.2734083,1.1055E+11,1.1055E+16,1.1055E+17
2,110550,101,33,9,1,1,2,2,2,2,2,1,3,3,3,3,3,8,3,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1123,182.2734083,1.1055E+11,1.1055E+16,1.1055E+17
2,110750,102,18,1,1,1,1,1,2,2,2,1,2,2,3,3,7,8,8,8,3,8,8,8,7,,7,,3,10,7,,7,,7,,7,,5,12,7,,5,5,7,,7,,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1123,763.009836,1.1075E+11,1.1075E+16,1.1075E+17
2,110750,102,18,2,1,1,1,1,1,1,2,1,2,2,2,2,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1123,763.009836,1.1075E+11,1.1075E+16,1.1075E+17
2,110750,102,18,3,1,1,1,1,1,1,2,1,1,1,1,1,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1123,763.009836,1.1075E+11,1.1075E+16,1.1075E+17
2,110750,102,18,4,1,1,2,2,2,2,2,1,3,3,3,3,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1123,763.009836,1.1075E+11,1.1075E+16,1.1075E+17
2,110750,102,18,5,1,1,2,2,2,2,2,1,3,3,3,3,3,8,8,8,8,3,8,8,7,,7,,7,,2,15,7,,7,,7,,2,25,7,,7,,7,,7,,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1123,763.009836,1.1075E+11,1.1075E+16,1.1075E+17
2,110750,102,18,6,1,1,1,1,1,1,2,1,2,2,2,2,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1123,763.009836,1.1075E+11,1.1075E+16,1.1075E+17
2,110750,102,18,7,1,1,2,2,2,2,2,1,3,3,3,3,3,3,8,8,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1123,763.009836,1.1075E+11,1.1075E+16,1.1075E+17
2,110754,900102,33,1,1,1,1,1,1,1,1,5,1,1,1,1,1,8,8,5,1,8,8,8,7,,7,,7,,7,,7,,7,,7,,2,22,7,,7,,7,,7,,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1121,173.4146483,1.10755E+11,1.10755E+16,1.10755E+17
2,110754,900102,33,2,1,1,1,1,2,1,2,5,4,4,4,4,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1121,173.4146483,1.10755E+11,1.10755E+16,1.10755E+17
2,110754,900102,33,3,1,1,1,2,2,1,2,5,1,7,7,2,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1121,173.4146483,1.10755E+11,1.10755E+16,1.10755E+17
2,110754,900102,33,4,1,1,1,2,2,1,2,5,4,7,7,4,7,8,8,5,3,4,8,8,7,,7,,7,,7,,7,,7,,7,,5,50,7,,7,,7,,7,,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1121,173.4146483,1.10755E+11,1.10755E+16,1.10755E+17
2,110754,900102,33,5,1,1,1,1,2,1,2,5,4,4,7,4,7,8,8,5,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1121,173.4146483,1.10755E+11,1.10755E+16,1.10755E+17
2,110754,900102,33,6,1,1,1,1,2,2,2,5,1,1,7,7,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1121,173.4146483,1.10755E+11,1.10755E+16,1.10755E+17
2,110754,900102,33,7,1,1,1,2,2,1,2,5,1,7,7,2,7,8,1,4,3,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1121,173.4146483,1.10755E+11,1.10755E+16,1.10755E+17
1,110850,502,18,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1111,272.0671011,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,502,18,2,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1111,272.0671011,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,502,18,3,1,2,2,1,2,2,2,3,3,2,3,3,3,8,8,8,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,2,6,7,,7,,7,,7,,2,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1111,272.0671011,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,502,18,4,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,8,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1111,272.0671011,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,502,18,5,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1111,272.0671011,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,502,18,6,1,2,2,2,2,2,2,7,7,7,7,7,7,8,8,8,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1111,272.0671011,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,502,18,7,1,2,2,1,2,2,2,3,3,2,3,3,3,3,3,8,3,3,3,3,7,,7,,7,,7,,7,,7,,7,,5,6,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1111,272.0671011,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1701,19,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1111,196.6211334,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1701,19,2,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,5,10,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1111,196.6211334,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1701,19,3,1,2,2,2,2,2,2,3,3,3,3,3,4,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1111,196.6211334,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1701,19,4,1,2,2,2,2,2,2,3,3,3,3,3,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,4,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1111,196.6211334,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1701,19,5,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1111,196.6211334,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1701,19,6,1,2,2,2,2,2,2,3,3,3,3,3,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,5,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1111,196.6211334,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1701,19,7,1,1,1,1,2,1,2,1,2,2,3,2,7,8,8,8,3,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,1,7,,7,,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1111,196.6211334,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1906,17,1,1,2,2,2,2,2,2,3,3,7,7,7,7,8,8,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1111,603.4139768,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1906,17,2,1,2,2,2,2,2,2,3,4,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1111,603.4139768,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1906,17,3,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,3,2,2,2,2,1111,603.4139768,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1906,17,4,1,2,2,2,2,2,2,3,3,7,7,7,7,8,8,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,3,3,1,2,2,1111,603.4139768,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1906,17,5,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1111,603.4139768,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1906,17,6,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,3,2,3,2,2,1111,603.4139768,1.1085E+11,1.1085E+16,1.1085E+17
1,110850,1906,17,7,1,2,2,2,2,2,2,3,3,7,7,7,7,8,8,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,3,3,3,2,2,1111,603.4139768,1.1085E+11,1.1085E+16,1.1085E+17
