area,ciudad,conglomerado,panelm,vivienda,hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p51a,s101p52a,s101p51b,s101p52b,s101p51c,s101p52c,s101p51d,s101p52d,s101p51e,s101p52e,s101p51f,s101p52f,s101p51g,s101p52g,s101p51h,s101p52h,s101p51i,s101p52i,s101p51j,s101p52j,s101p51k,s101p52k,s101p51l,s101p52l,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,estrato,fexp,upm,id_vivienda,id_hogar,NEW_VARIABLE,ID_1,PROVINCE_NAME
2,60160,900302,18,1,1,1,2,1,2,2,2,2,3,2,7,3,7,8,3,2,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,622,1232.40623,60160900302.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900302,18,2,1,1,2,2,2,2,2,5,4,4,7,4,7,8,4,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,2,1,2,3,1,2,2,622,1232.40623,60160900302.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900302,18,3,1,1,2,2,2,2,2,2,3,3,7,3,7,8,3,2,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,622,1232.40623,60160900302.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900302,18,4,1,1,2,2,2,2,2,5,3,3,7,3,7,3,3,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,622,1232.40623,60160900302.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900302,18,5,1,1,1,1,2,2,2,2,2,2,7,7,3,3,3,2,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,622,1232.40623,60160900302.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900302,18,6,1,1,1,1,2,2,2,5,2,2,7,3,7,6,3,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,622,1232.40623,60160900302.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900302,18,7,1,1,2,1,2,2,2,2,3,2,7,3,7,8,3,2,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,622,1232.40623,60160900302.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900601,33,1,1,1,1,1,2,1,1,5,2,2,7,2,2,8,8,5,3,2,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,622,560.1544717,60160900601.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900601,33,2,1,1,2,2,2,2,2,5,3,3,3,3,3,8,8,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,622,560.1544717,60160900601.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900601,33,3,1,1,2,2,2,2,2,5,3,3,7,3,3,8,3,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,622,560.1544717,60160900601.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900601,33,4,1,1,2,2,2,2,2,5,3,3,7,3,7,8,8,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,3,1,3,3,1,3,2,622,560.1544717,60160900601.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900601,33,5,1,1,2,2,2,1,2,5,4,4,7,2,7,8,8,5,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,622,560.1544717,60160900601.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900601,33,6,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,3,3,3,1,3,3,1,3,2,622,560.1544717,60160900601.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
2,60160,900601,33,7,1,1,2,2,2,1,2,2,3,3,7,2,7,8,8,2,8,2,8,3,7,,5,8.0,7,,7,,7,,7,,7,,7,,7,,5,5.0,7,,7,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,622,560.1544717,60160900601.0,6016090000000000.0,6.01609e+16,6,6,Cotopaxi
1,60250,803,33,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,612,442.4673957,60250000803.0,6025000000000000.0,6.025e+16,6,6,Cotopaxi
1,60250,803,33,2,1,1,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,612,442.4673957,60250000803.0,6025000000000000.0,6.025e+16,6,6,Cotopaxi
1,60250,803,33,3,1,2,1,1,2,2,2,3,2,2,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,612,442.4673957,60250000803.0,6025000000000000.0,6.025e+16,6,6,Cotopaxi
1,60250,803,33,5,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,612,442.4673957,60250000803.0,6025000000000000.0,6.025e+16,6,6,Cotopaxi
1,60250,803,33,6,1,2,2,2,2,2,2,3,3,3,3,3,7,8,8,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,612,442.4673957,60250000803.0,6025000000000000.0,6.025e+16,6,6,Cotopaxi
1,60250,803,33,7,1,2,2,2,2,2,2,3,3,3,3,3,3,3,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,3,1,2,2,612,442.4673957,60250000803.0,6025000000000000.0,6.025e+16,6,6,Cotopaxi
2,60350,904101,33,1,1,1,2,2,2,2,2,5,4,4,7,4,7,8,4,5,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,2,2,1,2,2,2,2,1,3,2,1,2,2,621,913.3577957,60350904101.0,6035090000000000.0,6.03509e+16,6,6,Cotopaxi
2,60350,904101,33,2,1,1,2,2,2,2,2,5,4,4,7,7,7,8,4,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,3,2,1,2,2,621,913.3577957,60350904101.0,6035090000000000.0,6.03509e+16,6,6,Cotopaxi
2,60350,904101,33,3,1,1,2,2,2,2,2,5,4,4,7,7,7,8,4,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,2,2,2,2,2,1,3,3,1,2,2,621,913.3577957,60350904101.0,6035090000000000.0,6.03509e+16,6,6,Cotopaxi
2,60350,904101,33,4,1,1,2,2,2,2,2,5,4,4,7,4,7,8,4,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,2,1,3,2,1,2,2,621,913.3577957,60350904101.0,6035090000000000.0,6.03509e+16,6,6,Cotopaxi
2,60350,904101,33,6,1,1,2,2,2,2,2,5,4,4,7,7,7,8,4,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,2,1,3,3,1,2,2,621,913.3577957,60350904101.0,6035090000000000.0,6.03509e+16,6,6,Cotopaxi
2,60350,904101,33,7,1,1,2,2,2,2,2,5,4,4,7,7,7,8,4,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,2,2,2,2,2,1,3,2,1,2,2,621,913.3577957,60350904101.0,6035090000000000.0,6.03509e+16,6,6,Cotopaxi
2,60350,904101,33,8,1,1,2,2,2,2,2,5,4,4,7,7,7,8,4,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,621,913.3577957,60350904101.0,6035090000000000.0,6.03509e+16,6,6,Cotopaxi
2,60352,904301,19,1,1,1,2,2,2,2,2,5,4,4,7,4,7,8,4,5,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,3,3,3,2,3,3,1,3,2,621,2137.193259,60352904301.0,6035290000000000.0,6.03529e+16,6,6,Cotopaxi
2,60352,904301,19,2,1,1,2,2,2,2,2,5,4,4,4,4,7,8,8,5,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,3,3,3,1,3,3,1,3,2,621,2137.193259,60352904301.0,6035290000000000.0,6.03529e+16,6,6,Cotopaxi
2,60352,904301,19,3,1,1,2,2,2,1,2,5,4,4,4,2,7,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,2,2,2,2,3,3,3,3,3,3,2,621,2137.193259,60352904301.0,6035290000000000.0,6.03529e+16,6,6,Cotopaxi
2,60352,904301,19,4,1,1,2,2,2,1,2,5,4,4,7,2,7,8,8,5,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,3,3,3,1,3,3,2,3,2,621,2137.193259,60352904301.0,6035290000000000.0,6.03529e+16,6,6,Cotopaxi
2,60352,904301,19,6,1,1,2,2,2,1,2,5,4,4,4,2,7,8,4,5,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,2,1.0,7,,5,2.0,5,1.0,7,,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,621,2137.193259,60352904301.0,6035290000000000.0,6.03529e+16,6,6,Cotopaxi
2,60352,904301,19,7,1,2,2,2,2,2,2,4,4,4,7,7,7,8,8,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,3,3,3,1,3,3,1,3,2,621,2137.193259,60352904301.0,6035290000000000.0,6.03529e+16,6,6,Cotopaxi
2,60352,904301,19,8,1,1,2,2,2,2,2,5,4,4,7,4,7,8,8,5,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,3,3,3,1,3,3,1,3,2,621,2137.193259,60352904301.0,6035290000000000.0,6.03529e+16,6,6,Cotopaxi
2,60450,900203,33,1,1,2,2,2,2,2,2,3,3,3,7,3,7,8,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,623,211.8160816,60450900203.0,6045090000000000.0,6.04509e+16,6,6,Cotopaxi
2,60450,900203,33,2,1,2,1,1,2,1,2,3,2,2,7,2,7,8,3,3,3,3,3,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,623,211.8160816,60450900203.0,6045090000000000.0,6.04509e+16,6,6,Cotopaxi
2,60450,900203,33,3,1,1,1,1,2,2,2,5,2,2,7,3,7,8,3,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,623,211.8160816,60450900203.0,6045090000000000.0,6.04509e+16,6,6,Cotopaxi
2,60450,900203,33,4,1,2,2,2,2,2,2,3,3,3,7,3,7,8,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,623,211.8160816,60450900203.0,6045090000000000.0,6.04509e+16,6,6,Cotopaxi
2,60450,900203,33,5,1,2,2,2,2,2,2,3,3,3,7,3,3,6,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,2,30.0,7,,7,,7,,7,,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,623,211.8160816,60450900203.0,6045090000000000.0,6.04509e+16,6,6,Cotopaxi
2,60450,900203,33,6,1,2,2,2,2,2,2,3,3,3,7,3,7,8,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,623,211.8160816,60450900203.0,6045090000000000.0,6.04509e+16,6,6,Cotopaxi
2,60450,900203,33,7,1,1,2,2,2,2,2,5,4,4,7,6,7,8,4,5,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,623,211.8160816,60450900203.0,6045090000000000.0,6.04509e+16,6,6,Cotopaxi
2,60550,901101,19,1,1,1,2,2,2,2,2,5,4,4,7,7,4,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,622,1758.742111,60550901101.0,6055090000000000.0,6.05509e+16,6,6,Cotopaxi
2,60550,901101,19,2,1,1,2,2,2,2,2,5,3,3,7,3,3,8,3,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,622,1758.742111,60550901101.0,6055090000000000.0,6.05509e+16,6,6,Cotopaxi
2,60550,901101,19,5,1,1,2,2,2,2,2,5,3,3,7,3,3,8,8,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,622,1758.742111,60550901101.0,6055090000000000.0,6.05509e+16,6,6,Cotopaxi
2,60550,901101,19,7,1,1,2,2,2,2,2,5,4,4,7,7,7,8,8,5,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,622,1758.742111,60550901101.0,6055090000000000.0,6.05509e+16,6,6,Cotopaxi
2,60550,901101,19,8,1,1,2,2,2,2,2,5,4,4,7,7,7,8,8,5,4,8,8,4,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,622,1758.742111,60550901101.0,6055090000000000.0,6.05509e+16,6,6,Cotopaxi
2,60550,901101,19,9,1,1,2,2,2,2,2,5,4,4,7,4,7,8,8,5,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,622,1758.742111,60550901101.0,6055090000000000.0,6.05509e+16,6,6,Cotopaxi
1,60754,203,19,1,1,1,2,2,2,2,2,5,3,3,3,3,3,8,8,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,611,242.0088566,60754000203.0,6075400000000000.0,6.0754e+16,6,6,Cotopaxi
1,60754,203,19,2,1,1,1,1,2,1,1,2,2,2,7,2,2,8,8,2,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,611,242.0088566,60754000203.0,6075400000000000.0,6.0754e+16,6,6,Cotopaxi
1,60754,203,19,3,1,1,2,1,2,1,2,2,3,2,3,2,3,3,3,2,3,3,3,3,3,2.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,611,242.0088566,60754000203.0,6075400000000000.0,6.0754e+16,6,6,Cotopaxi
1,60754,203,19,4,1,2,1,1,2,2,2,3,2,2,3,3,3,8,8,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,2,40.0,7,,5,2.0,7,,7,,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,611,242.0088566,60754000203.0,6075400000000000.0,6.0754e+16,6,6,Cotopaxi
1,60754,203,19,5,1,1,1,1,2,1,2,5,2,2,3,2,3,8,3,5,3,2,8,8,7,,7,,2,20.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,611,242.0088566,60754000203.0,6075400000000000.0,6.0754e+16,6,6,Cotopaxi
1,60754,203,19,6,1,1,1,1,2,1,1,5,2,2,3,3,2,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,611,242.0088566,60754000203.0,6075400000000000.0,6.0754e+16,6,6,Cotopaxi
1,60754,203,19,7,1,1,1,1,1,1,1,2,2,2,2,2,2,8,3,2,8,8,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,611,242.0088566,60754000203.0,6075400000000000.0,6.0754e+16,6,6,Cotopaxi
1,60850,403,17,1,1,1,1,1,2,2,2,3,3,3,7,3,7,8,3,1,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,611,386.6758264,60850000403.0,6085000000000000.0,6.085e+16,6,6,Cotopaxi
1,60850,403,17,2,1,1,1,1,2,1,2,3,3,3,7,3,7,8,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,611,386.6758264,60850000403.0,6085000000000000.0,6.085e+16,6,6,Cotopaxi
1,60850,403,17,3,1,1,1,1,2,1,2,5,2,2,3,2,7,8,3,2,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,611,386.6758264,60850000403.0,6085000000000000.0,6.085e+16,6,6,Cotopaxi
1,60850,403,17,4,1,1,1,1,2,1,2,3,3,3,7,3,7,8,3,3,8,3,8,8,7,,7,,5,22.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,611,386.6758264,60850000403.0,6085000000000000.0,6.085e+16,6,6,Cotopaxi
1,60850,403,17,5,1,2,2,2,2,2,2,3,3,3,7,3,7,8,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,611,386.6758264,60850000403.0,6085000000000000.0,6.085e+16,6,6,Cotopaxi
1,60850,403,17,6,1,1,2,1,2,2,2,5,3,2,7,3,7,8,3,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,611,386.6758264,60850000403.0,6085000000000000.0,6.085e+16,6,6,Cotopaxi
1,60850,403,17,7,1,1,1,1,2,1,2,3,3,3,7,3,7,8,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,611,386.6758264,60850000403.0,6085000000000000.0,6.085e+16,6,6,Cotopaxi
2,60950,302,17,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,3,3,1,3,2,623,302.5933582,60950000302.0,6095000000000000.0,6.095e+16,6,6,Cotopaxi
2,60950,302,17,2,1,1,2,2,2,2,2,5,3,3,3,3,3,8,8,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,623,302.5933582,60950000302.0,6095000000000000.0,6.095e+16,6,6,Cotopaxi
2,60950,302,17,3,1,1,2,1,2,2,2,2,3,2,3,3,3,8,8,2,8,2,8,8,7,,7,,7,,7,,7,,7,,7,,2,23.0,7,,2,2.0,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,623,302.5933582,60950000302.0,6095000000000000.0,6.095e+16,6,6,Cotopaxi
2,60950,302,17,4,1,1,2,2,2,2,2,5,4,4,7,4,7,8,4,5,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,3,3,1,3,2,623,302.5933582,60950000302.0,6095000000000000.0,6.095e+16,6,6,Cotopaxi
2,60950,302,17,5,1,1,2,2,2,2,2,5,3,3,3,3,3,8,8,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,623,302.5933582,60950000302.0,6095000000000000.0,6.095e+16,6,6,Cotopaxi
2,60950,302,17,6,1,1,2,1,1,2,2,2,3,2,2,3,3,3,3,2,3,3,3,8,7,,7,,7,,7,,2,10.0,7,,7,,7,,7,,3,5.0,7,,7,,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,623,302.5933582,60950000302.0,6095000000000000.0,6.095e+16,6,6,Cotopaxi
2,60950,302,17,7,1,1,2,2,2,1,2,5,3,3,7,3,7,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,623,302.5933582,60950000302.0,6095000000000000.0,6.095e+16,6,6,Cotopaxi
1,61050,1604,33,1,1,2,2,1,2,2,2,3,3,2,7,3,7,8,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,611,517.4055728,61050001604.0,6105000000000000.0,6.105e+16,6,6,Cotopaxi
1,61050,1604,33,3,1,2,2,2,2,2,2,3,3,3,7,3,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,611,517.4055728,61050001604.0,6105000000000000.0,6.105e+16,6,6,Cotopaxi
1,61050,1604,33,4,1,2,2,2,2,2,2,3,3,3,7,3,7,8,3,3,8,3,8,8,7,,7,,7,,5,8.0,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,611,517.4055728,61050001604.0,6105000000000000.0,6.105e+16,6,6,Cotopaxi
1,61050,1604,33,5,1,1,1,1,2,1,2,5,2,2,7,2,7,8,3,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,611,517.4055728,61050001604.0,6105000000000000.0,6.105e+16,6,6,Cotopaxi
1,61050,1604,33,6,1,2,2,2,2,2,2,3,3,3,7,3,7,3,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,611,517.4055728,61050001604.0,6105000000000000.0,6.105e+16,6,6,Cotopaxi
1,61050,1604,33,7,1,2,2,1,2,2,2,3,3,2,7,3,7,8,3,3,3,3,8,8,2,10.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,611,517.4055728,61050001604.0,6105000000000000.0,6.105e+16,6,6,Cotopaxi
1,61050,1604,33,9,1,1,2,1,2,2,2,2,3,2,7,3,7,8,3,2,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,611,517.4055728,61050001604.0,6105000000000000.0,6.105e+16,6,6,Cotopaxi
2,61050,900201,17,1,1,1,2,2,2,2,2,5,4,4,7,7,7,8,8,5,4,4,8,8,7,,7,,4,20.0,2,20.0,7,,7,,7,,7,,7,,4,2.0,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,621,7020.684868,61050900201.0,6105090000000000.0,6.10509e+16,6,6,Cotopaxi
2,61050,900201,17,2,1,1,2,2,2,2,2,5,4,4,7,7,7,8,8,5,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,621,7020.684868,61050900201.0,6105090000000000.0,6.10509e+16,6,6,Cotopaxi
2,61050,900201,17,3,1,1,2,2,2,2,2,5,3,3,3,3,3,8,3,5,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,621,7020.684868,61050900201.0,6105090000000000.0,6.10509e+16,6,6,Cotopaxi
2,61050,900201,17,4,1,2,2,1,2,1,2,3,3,2,7,2,7,8,3,3,8,3,8,8,7,,7,,5,16.0,7,,7,,7,,7,,7,,5,5.0,7,,7,,7,,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,621,7020.684868,61050900201.0,6105090000000000.0,6.10509e+16,6,6,Cotopaxi
2,61050,900201,17,5,1,1,2,2,2,2,2,2,3,3,3,3,3,8,3,2,3,3,8,8,7,,7,,2,10.0,7,,7,,7,,7,,2,8.0,7,,7,,7,,7,,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,621,7020.684868,61050900201.0,6105090000000000.0,6.10509e+16,6,6,Cotopaxi
2,61050,900201,17,6,1,1,2,2,2,2,2,5,4,4,7,7,7,8,8,5,8,4,8,8,7,,7,,5,2.0,2,7.0,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,621,7020.684868,61050900201.0,6105090000000000.0,6.10509e+16,6,6,Cotopaxi
2,61050,900201,17,7,1,1,2,2,2,2,2,5,3,3,3,3,3,8,8,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,621,7020.684868,61050900201.0,6105090000000000.0,6.10509e+16,6,6,Cotopaxi
2,61050,901202,18,1,1,1,2,2,2,2,2,5,3,3,3,3,3,8,8,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,621,1746.151436,61050901202.0,6105090000000000.0,6.10509e+16,6,6,Cotopaxi
